4msc	2ZT	A	Ki=1.1uM
4mrw	MRW	A	Ki=500uM
6msc	JY7	B	ic50=21nM
6msc	JY7	A	ic50=21nM
5c2e	4Y1	B	Ki=2nM
4lkq	1XM	A	Ki=450uM
3lxg	Z73	A	ic50=7.28nM
5axp	4LK	A	ic50=0.94nM
5axp	4LK	B	ic50=0.94nM
4zo5	4Q0	B	Ki=0.15nM
5c1w	4XS	A	Ki=8.7uM
3ui7	C1L	A	Ki=1nM
3ui7	C1L	B	Ki=1nM
3snl	548	B	ic50=0.7nM
4lm4	JPZ	A	Ki=910uM
6msa	JY4	A	ic50=5nM
5edi	5M9	D	ic50=0.3nM
5edi	5M9	B	ic50=0.3nM
5edi	5M9	A	ic50=0.3nM
5edi	5M9	C	ic50=0.3nM
2y0j	AXC	A	ic50=12nM
2y0j	AXC	B	ic50=12nM
4fcd	0T6	A	ic50=0.28nM
4fcd	0T6	B	ic50=0.28nM
5b4l	6DW	A	ic50=0.76nM
5b4l	6DW	B	ic50=0.76nM
4ys7	4GK	A	ic50=0.001uM
4ys7	4GK	B	ic50=0.001uM
4phw	2W1	A	ic50=0.1nM
4phw	2W1	B	ic50=0.1nM
4bbx	LKF	A	ic50=60nM
4bbx	LKF	B	ic50=60nM
5dh5	5AY	A	Ki=0.23nM
5dh5	5AY	B	Ki=0.23nM
4p1r	2KR	A	ic50=4.1nM
4p1r	2KR	B	ic50=4.1nM
6kdx	D6X	A	ic50=294nM
4llp	4ZE	A	Ki=16uM
5uwf	8Q7	C	ic50=0.059uM
5uwf	8Q7	D	ic50=0.059uM
4msh	2D0	A	Ki=210uM
5axq	4LP	A	ic50=0.08nM
4lm2	8ZE	A	Ki=940uM
4yqh	4F7	B	ic50=0.009uM
4yqh	4F7	A	ic50=0.009uM
5c2a	4Y2	B	Ki=4.8nM
5c2a	4Y2	A	Ki=4.8nM
4ddl	0JQ	A	ic50=4.9nM
4ddl	0JQ	B	ic50=4.9nM
4p0n	1IR	B	ic50=3.4nM
4p0n	1IR	A	ic50=3.4nM
4p0n	1IS	A	ic50=0.8nM
4p0n	1IS	B	ic50=0.8nM
4llx	5ZE	A	Ki=1300uM
5c28	4XV	A	Ki=2.2uM
4mvh	2F5	B	ic50=4.5nM
4mvh	2F5	A	ic50=4.5nM
4heu	15J	A	ic50=0.097nM
4heu	15J	B	ic50=0.097nM
4llj	1XN	A	Ki=380uM
3sni	546	A	ic50=11nM
3sni	546	B	ic50=11nM
4hf4	15H	A	ic50=2.4nM
4hf4	15H	B	ic50=2.4nM
3sn7	540	A	ic50=0.7nM
3sn7	540	B	ic50=0.7nM
4ael	4HN	A	ic50=12nM
4ael	4HN	B	ic50=12nM
4llk	MEW	A	Ki=990uM
4msa	2ZM	A	Ki=500uM
4ms0	2ZX	A	Ki=410uM
4lm0	5NI	A	Ki=560uM
4dff	0JP	B	Ki=35nM
3wi2	P98	B	ic50=92nM
3wi2	P98	A	ic50=92nM
4mrz	2ZV	A	Ki=300uM
4lm1	7ZE	A	Ki=590uM
5dh4	5AV	B	Ki=58nM
5dh4	5AV	A	Ki=58nM
3uuo	0CV	A	Ki=11nM
3uuo	0CV	B	Ki=11nM
4msn	2ZQ	A	Ki=94uM
4xy2	490	A	ic50=8nM
2r8q	IBM	A	ic50=580uM
2r8q	IBM	B	ic50=580uM
3g3n	TC8	A	ic50=0.51uM
3ecn	IBM	A	ic50=698uM
3ecn	IBM	B	ic50=698uM
1xm4	PIL	A	ic50=0.041nM
1xm4	PIL	B	ic50=0.041nM
3hr1	PF9	A	ic50=0.37nM
3hqw	PF4	A	ic50=35nM
3qpo	PFR	A	ic50=247nM
2ovv	PFH	A	Ki=12nM
3qpn	PFK	A	ic50=17nM
3hqz	PF8	A	ic50=0.42nM
2o8h	227	A	Ki=25nM
3hqy	PF6	A	ic50=11.5nM
2ovy	PFJ	A	Ki=4nM
3qpp	PFW	A	ic50=12nM
1xmu	ROF	A	ic50=0.84nM
1xmu	ROF	B	ic50=0.84nM
1xmy	ROL	A	ic50=0.57uM
1xmy	ROL	B	ic50=0.57uM
3gwt	066	A	ic50=7.94pM
3wd9	QPC	A	ic50=8.3nM
3wd9	QPC	B	ic50=8.3nM
4kp6	1S1	A	ic50=0.87nM
4nw7	2O5	A	ic50=237nM
3frg	SK4	A	ic50=3.98nM
1xot	VDN	A	ic50=3.8uM
1xot	VDN	B	ic50=3.8uM
1xlx	CIO	A	ic50=0.025uM
1xlx	CIO	B	ic50=0.025uM
3o57	ZG2	A	ic50=79.4pM
3o56	ZG1	A	ic50=794pM
1xlz	FIL	A	ic50=0.96uM
1xlz	FIL	B	ic50=0.96uM
1xn0	ROL	A	ic50=0.57uM
1xn0	ROL	B	ic50=0.57uM
3d3p	20A	A	ic50=3.1nM
3w5e	NVW	A	ic50=11nM
3w5e	NVW	B	ic50=11nM
4myq	19T	A	ic50=32nM
2qyl	NPV	A	ic50=0.65uM
1xos	VIA	A	ic50=20uM
1xm6	5RM	A	ic50=0.42uM
1xm6	5RM	B	ic50=0.42uM
1ro6	ROL	A	Ki~375nM
1ro6	ROL	B	Ki~375nM
1y2h	6DE	A	ic50=0.056uM
1y2h	6DE	B	ic50=0.056uM
5b25	4QJ	D	Ki=0.058nM
5b25	4QJ	C	Ki=0.058nM
5b25	4QJ	B	Ki=0.058nM
5b25	4QJ	A	Ki=0.058nM
5uoy	8HM	A	ic50=0.027uM
5w6e	0NY	A	ic50=9.1nM
5up0	8HP	A	ic50=0.46uM
1so2	666	A	ic50=0.27nM
1so2	666	B	ic50=0.27nM
1so2	666	C	ic50=0.27nM
1so2	666	D	ic50=0.27nM
3g4g	D71	A	ic50=19nM
3g4g	D71	B	ic50=19nM
3g4g	D71	C	ic50=19nM
3g4g	D71	D	ic50=19nM
5xij	873	B	ic50=67nM
5xij	873	A	ic50=67nM
5xij	873	D	ic50=67nM
5xij	873	C	ic50=67nM
5xih	86U	C	ic50=68nM
5xih	86U	A	ic50=68nM
5xih	86U	B	ic50=68nM
5xih	86U	D	ic50=68nM
5xii	86X	B	ic50=72nM
5xii	86X	C	ic50=72nM
5xii	86X	D	ic50=72nM
5xii	86X	A	ic50=72nM
5xig	87F	A	ic50=350nM
5xig	87F	C	ic50=350nM
5xig	87F	B	ic50=350nM
5xig	87F	D	ic50=350nM
4ydq	HFG	B	Kd~300nM
4ydq	HFG	A	Kd~300nM
4q15	HFG	A	ic50=275nM
4q15	HFG	B	ic50=275nM
5ifu	GBM	B	ic50=34uM
5ifu	GBM	A	ic50=34uM
4wi1	3O6	A	ic50=5uM
4wi1	3O6	B	ic50=5uM
3fsj	D7K	X	Kd=0.113mM
4b7p	9UN	A	Kd=0.346nM
1uy7	PU4	A	ic50>200uM
3b24	B2J	A	Kd=0.042mM
3b24	B2J	B	Kd=0.042mM
3ekr	PY9	A	Ki=0.03uM
3ekr	PY9	B	Ki=0.03uM
5j9x	6GC	A	Kd=0.000000064M
3r4n	FU5	A	Ki=0.13uM
3r4n	FU5	B	Ki=0.13uM
5lny	70K	A	Kd=42nM
3bmy	CXZ	A	ic50=0.03uM
3vhd	VHE	A	Kd=0.52nM
3vhd	VHE	B	Kd=0.52nM
2xjj	L81	A	Kd=0.31uM
2xjj	L81	B	Kd=0.31uM
6el5	PU1	A	Kd=0.000000064M
1uy8	PU5	A	ic50=75uM
4cwr	HAJ	A	Ki=0.005uM
3eko	PYU	A	Ki=0.2uM
3eko	PYU	B	Ki=0.2uM
4xip	40W	A	Ki=235nM
1uye	PU9	A	ic50>200uM
4o07	FGH	A	Ki=0.042uM
2yi5	YI5	A	Kd=39nM
1uy9	PU6	A	ic50=15.3uM
6ei5	B5Q	A	Kd=3.83nM
2qg2	A91	A	Ki=4uM
4eft	EFT	A	ic50=85uM
2wi6	ZZ6	A	ic50=0.23uM
4o04	2Q8	A	Ki=0.69uM
3ft5	MO8	A	ic50=15uM
3b26	B2L	A	Kd=0.23uM
4xiq	40Y	A	Ki=86nM
4l8z	RL1	A	ic50=18.7uM
6eya	C4K	A	Kd=33nM
4awq	592	A	ic50=479nM
4awq	592	B	ic50=479nM
2vcj	2EQ	A	ic50=0.021uM
3rlr	3RR	A	Ki=0.03uM
3rlr	3RR	B	Ki=0.03uM
2xdx	WOE	A	Kd=0.35uM
6elo	BAW	A	Kd=0.000000064M
3hek	BD0	A	Ki=5.4nM
3hek	BD0	B	Ki=5.4nM
2xht	C0Y	A	Kd=1.1uM
3k98	1RC	A	Ki<1nM
3k98	1RC	B	Ki<1nM
3inx	JZC	A	ic50=0.022uM
2wi3	ZZ3	A	ic50=350uM
3b27	B2T	A	Kd=6.9uM
1uyd	PU8	A	ic50>200uM
2fwz	H71	A	ic50=50nM
2byi	2DD	A	ic50=0.461uM
4xit	40Z	A	Ki=41nM
3vha	VHA	A	Kd=40nM
6u98	Q2D	A	Ki=378nM
5j8u	6DL	A	Kd=0.000000064M
5j8u	6DL	B	Kd=0.000000064M
5fnc	IEE	A	Kd=77uM
5j6m	6FJ	A	Kd=0.000000064M
1uyg	PU2	A	ic50=53.5uM
3d0b	SNX	A	Kd=0.29uM
2wi4	ZZ4	A	ic50=1.56uM
4awo	99B	A	ic50=24nM
4awo	99B	B	ic50=24nM
1uyi	PUZ	A	ic50=4.1uM
1uy6	PU3	A	ic50>200uM
4cwf	H05	A	Ki=32.4uM
4w7t	3JC	A	ic50=0.9uM
2xjx	XJX	A	Kd=0.71nM
4awp	99A	A	ic50=81nM
4awp	99A	B	ic50=81nM
2xjg	XJG	A	Kd=0.015uM
4cwt	IK9	A	Ki=0.179uM
6cyg	N5O	A	Kd=68uM
4o09	2R6	A	Ki=0.02uM
2bt0	CT5	A	ic50=5.7uM
2bt0	CT5	B	ic50=5.7uM
2qg0	A94	A	Ki=1.9uM
2qg0	A94	B	Ki=1.9uM
2xk2	ADP	A	Kd=10uM
3r91	06H	A	ic50=0.092uM
2ccs	4BH	A	ic50=2uM
6olx	KFY	A	Kd=4.15uM
5oci	9R8	A	Kd=9nM
5j2x	6DL	A	Kd=0.000000064M
3wha	WHA	A	Kd=0.48nM
3wha	WHA	B	Kd=0.48nM
6ey8	C4T	A	Kd=1.55uM
2yi7	BZ8	A	Kd=4.8nM
6f1n	C8W	A	Kd=0.000000064M
4cwo	T62	A	Ki=6.1uM
5j8m	6DL	A	Kd=0.000000064M
5j8m	6DL	B	Kd=0.000000064M
4u93	990	A	ic50=0.013uM
4cws	G3R	A	Ki=0.012uM
2byh	2D7	A	ic50=0.258uM
4egi	B2J	A	ic50=150uM
3k97	4CD	A	Ki=10nM
5vyy	9QY	A	Kd=0.62uM
2wi2	ZZ3	A	ic50=350uM
2wi2	ZZ3	B	ic50=350uM
1uyf	PU1	A	ic50=30uM
3vhc	VHC	A	Kd=1.3nM
5j64	6G7	A	Kd=0.000000064M
2xhr	C0P	A	Kd=0.0048uM
3r92	06J	A	ic50=0.883uM
2cct	2E1	A	ic50=6.3uM
4xir	40X	A	Ki=115nM
4cwn	6LV	A	Ki=2.6uM
3qdd	94M	A	Ki=1.7nM
1uyk	PUX	A	ic50=17.1uM
2wi1	ZZ2	A	ic50>4000uM
4fcr	0TM	A	Kd=0.4nM
5fnf	TQL	A	Kd=700uM
5j27	6FF	A	Kd=0.000000064M
4cwq	W2D	A	Ki=0.088uM
2bsm	BSM	A	ic50=1.5uM
2yki	YKI	A	Kd=0.35nM
3rlq	3RQ	A	Ki=0.04uM
3rlq	3RQ	B	Ki=0.04uM
3k99	PFT	A	Ki=60nM
3k99	PFT	B	Ki=60nM
3k99	PFT	C	Ki=60nM
3k99	PFT	D	Ki=60nM
5j20	6FJ	A	Kd=0.000000064M
6u9a	Q2A	A	Ki=164nM
3b28	B2X	A	Kd=0.0034uM
3b28	B2X	B	Kd=0.0034uM
3r4p	FU7	A	Ki=0.011uM
3r4p	FU7	B	Ki=0.011uM
4nh8	2LC	A	Ki=3nM
6eln	P4A	A	Kd=0.000000064M
2xdk	XDK	A	Kd=250uM
2vci	2GJ	A	ic50=0.021uM
6cyh	N5A	A	Kd=708uM
3qtf	05S	A	ic50=0.11uM
6eyb	C3Z	A	Kd=4.22uM
2wi5	ZZ5	A	ic50=0.9uM
2xab	VHD	A	Kd=0.54nM
2xab	VHD	B	Kd=0.54nM
2uwd	2GG	A	Kd=4.5nM
1uyh	PU0	A	ic50=14.3uM
2xdl	2DL	A	Kd=790uM
5j82	6GV	A	Kd=0.000000064M
